A1,A17
1506500,Sim
1506559,Não
1506583,Sim
1506609,Sim
1506708,Sim
1506807,Sim
1506906,Sim
1507003,Não
1507102,Não
1507151,Sim
1507201,Sim
1507300,Sim
1507409,Sim
1507458,Sim
1507466,Não
1507474,Não
1507508,Sim
1507607,Sim
1507706,Sim
1507755,Não
1507805,Sim
1507904,Sim
1507953,Sim
1507961,Não
1507979,Sim
1508001,Sim
1508035,Sim
1508050,Sim
1508084,Sim
1508100,Sim
1508126,Sim
1508159,Sim
1508209,Sim
1508308,Sim
1508357,Sim
1508407,Sim
1600055,Não
1600105,Não
1600154,Não
1600204,Não
1600212,Não
1600238,Não
1600253,Não
1600279,Sim
1600303,Sim
1600402,Não
1600501,Não
1600535,Sim
1600550,Não
1600600,Sim
1600709,Não
1600808,Não
1700251,Não
1700301,Sim
1700350,Sim
1700400,Não
1700707,Não
1701002,Sim
1701051,Não
1701101,Não
1701309,Não
1701903,Sim
1702000,Não
1702109,Sim
1702158,Não
1702208,Sim
1702307,Sim
1702406,Não
1702554,Não
1702703,Não
1702901,Não
1703008,Não
1703057,Sim
1703073,Sim
1703107,Sim
1703206,Não
1703305,Não
1703602,Sim
1703701,Não
1703800,Não
1703826,Não
1703842,Não
1703867,Não
1703883,Não
1703891,Não
1703909,Sim
1704105,Sim
1704600,Não
1705102,Não
1705508,Sim
1705557,Não
1705607,Não
1706001,Não
1706100,Não
1706258,Sim
1706506,Não
1707009,Não
1707108,Não
1707207,Sim
1707306,Não
1707405,Não
1707553,Sim
1707652,Não
1707702,Não
1708205,Não
1708254,Sim
1708304,Não
1709005,Não
1709302,Sim
1709500,Sim
1709807,Não
1710508,Não
1710706,Não
1710904,Sim
1711100,Não
1711506,Sim
1711803,Não
1711902,Sim
1711951,Não
1712009,Sim
1712157,Não
1712405,Não
1712454,Não
1712504,Não
1712702,Sim
1712801,Não
1713205,Não
1713304,Sim
1713601,Não
1713700,Não
1713809,Sim
1713957,Sim
1714203,Sim
1714302,Não
1714880,Não
1715002,Sim
1715101,Sim
1715150,Não
1715259,Não
1715507,Não
1715705,Sim
1715754,Sim
1716109,Sim
1716208,Sim
1716307,Sim
1716505,Não
1716604,Não
1716653,Não
1716703,Não
1717008,Não
1717206,Não
1717503,Não
1717800,Não
1717909,Sim
1718006,Não
1718204,Sim
1718303,Não
1718402,Não
1718451,Sim
1718501,Não
1718550,Não
1718659,Não
1718709,Não
1718758,Não
1718808,Não
1718840,Não
1718865,Sim
1718881,Não
1718899,Sim
1718907,Não
1719004,Não
1720002,Não
1720101,Não
1720150,Sim
1720200,Não
1720259,Não
1720309,Não
1720499,Não
1720655,Não
1720804,Não
1720853,Não
1720903,Não
1720937,Não
1720978,Não
1721000,Sim
1721109,Não
1721208,Sim
1721257,Não
1721307,Sim
1722081,Não
1722107,Sim
2100055,Sim
2100105,Não
2100154,Sim
2100204,Sim
2100303,Não
2100402,Não
2100436,Não
2100477,Sim
2100501,Não
2100550,Não
2100600,Sim
2100709,Sim
2100808,Não
2100832,Sim
2100873,Não
2100907,Sim
2100956,Sim
2101004,Sim
2101103,Não
2101202,Sim
2101251,Sim
2101301,Sim
2101350,Não
2101400,Sim
2101509,Não
2101608,Sim
2101707,Sim
2101731,Não
2101772,Não
2101806,Não
2101905,Não
2101939,Sim
2101970,Não
2102002,Sim
2102036,Sim
2102077,Não
2102101,Sim
2102150,Não
2102200,Sim
2102309,Sim
2102325,Sim
2102358,Não
2102374,Não
2102408,Não
2102507,Não
2102556,Não
2102606,Não
2102705,Sim
2102754,Sim
2102804,Sim
2102903,Não
2103000,Sim
2103109,Não
2103125,Não
2103158,Não
2103174,Não
2103208,Sim
2103257,Não
2103307,Sim
2103406,Sim
2103505,Sim
2103554,Não
2103604,Sim
2103703,Sim
2103752,Não
2103802,Não
2103901,Não
2104008,Sim
2104057,Sim
2104073,Não
2104081,Não
2104099,Não
2104107,Não
2104206,Não
2104305,Não
2104404,Não
2104503,Não
2104552,Não
2104602,Não
2104628,Não
2104651,Não
2104677,Sim
2104701,Não
2104800,Sim
2104909,Não
2105005,Sim
2105104,Sim
2105153,Não
2105203,Sim
2105302,Sim
2105351,Não
2105401,Sim
2105427,Sim
2105450,Não
2105476,Não
2105500,Sim
2105609,Sim
2105658,Não
2105708,Sim
2105807,Não
2105906,Não
2105922,Não
2105948,Sim
2105963,Sim
2105989,Não
2106003,Sim
2106102,Sim
2106201,Não
2106300,Sim
2106326,Não
2106359,Não
2106375,Não
2106409,Não
2106508,Sim
2106607,Sim
2106631,Não
2106672,Não
2106706,Não
2106755,Não
2106805,Não
2106904,Sim
2107001,Não
2107100,Não
2107209,Não
2107258,Não
2107308,Não
2107357,Não
2107407,Não
2107456,Não
2107506,Sim
2107605,Não
2107704,Não
2107803,Não
2107902,Não
2108009,Não
2108058,Não
2108108,Não
2108207,Sim
2108256,Não
2108306,Sim
2108405,Não
2108454,Não
2108504,Sim
2108603,Sim
2108702,Não
2108801,Não
2108900,Sim
2109007,Não
2109056,Não
2109106,Sim
2109205,Não
2109239,Não
2109270,Sim
2109304,Não
2109403,Não
2109452,Sim
2109502,Sim
2109551,Não
2109601,Sim
2109700,Não
2109759,Não
2109809,Sim
2109908,Sim
2110005,Sim
2110039,Sim
2110104,Sim
2110203,Sim
2110237,Sim
2110278,Sim
2110302,Sim
2110401,Não
2110500,Sim
2110609,Sim
2110658,Não
2110708,Sim
2110807,Não
2110856,Não
2110906,Não
2111003,Não
2111029,Não
2111052,Não
2111078,Sim
2111102,Sim
2111201,Sim
2111250,Não
2111300,Sim
2111409,Sim
2111508,Não
2111532,Não
2111573,Não
2111607,Sim
2111631,Sim
2111672,Sim
2111706,Não
2111722,Não
2111748,Não
2111763,Não
2111789,Não
2111805,Não
2111904,Não
2111953,Não
2112001,Não
2112100,Não
2112209,Sim
2112233,Sim
2112274,Não
2112308,Sim
2112407,Sim
2112456,Não
2112506,Sim
2112605,Não
2112704,Sim
2112803,Sim
2112852,Não
2112902,Sim
2113009,Sim
2114007,Não
2200053,Não
2200103,Não
2200202,Sim
2200251,Não
2200277,Não
2200301,Sim
2200400,Sim
2200459,Não
2200509,Sim
2200608,Não
2200707,Não
2200806,Não
2200905,Não
2200954,Não
2201002,Sim
2201051,Sim
2201101,Não
2201150,Não
2201176,Não
2201200,Não
2201309,Não
2201408,Sim
2201507,Sim
2201556,Não
2201572,Não
2201606,Sim
2201705,Não
2201739,Não
2201770,Não
2201804,Sim
2201903,Não
2201919,Não
2201929,Não
2201945,Não
2201960,Não
2201988,Não
2202000,Não
2202026,Não
2202059,Sim
2202075,Não
2202083,Sim
2202091,Não
2202109,Não
2202117,Não
2202133,Não
2202174,Não
2202208,Sim
2202251,Não
2202307,Não
2202406,Não
2202455,Não
2202505,Não
2202539,Não
2202554,Não
2202604,Sim
2202653,Não
2202703,Não
2202711,Não
2202729,Não
2202737,Não
2202752,Não
2202778,Não
2202802,Não
2202851,Não
2202901,Sim
2203008,Não
2203107,Não
2203206,Não
2203230,Não
2203255,Não
2203271,Não
2203305,Sim
2203354,Não
2203404,Não
2203420,Não
2203453,Sim
2203503,Não
2203602,Não
2203701,Sim
2203750,Não
2203800,Não
2203859,Não
2203909,Sim
2204006,Não
2204105,Sim
2204154,Sim
2204204,Não
2204303,Não
2204352,Não
2204402,Não
2204501,Não
2204550,Não
2204600,Sim
2204659,Sim
2204709,Não
2204808,Não
2204907,Não
2205003,Não
2205102,Sim
2205151,Não
2205201,Não
2205250,Sim
2205276,Não
2205300,Não
2205359,Não
2205409,Não
2205458,Não
2205508,Sim
2205516,Não
2205524,Não
2205532,Não
2205540,Sim
2205557,Sim
2205565,Sim
2205573,Não
2205581,Sim
2205599,Não
2205607,Não
2205706,Sim
2205805,Não
2205854,Não
2205904,Sim
2205953,Sim
2206001,Não
2206050,Sim
2206100,Não
2206209,Sim
2206308,Não
2206357,Não
2206407,Sim
2206506,Sim
2206605,Não
2206654,Não
2206670,Sim
2206696,Não
2206704,Não
2206720,Não
2206753,Não
2206803,Não
2206902,Não
2206951,Não
2207009,Não
2207108,Não
2207207,Não
2207306,Não
2207355,Não
2207405,Não
2207504,Não
2207553,Não
2207603,Não
2207702,Sim
2207751,Sim
2207777,Não
2207793,Não
2207801,Não
2207850,Não
2207900,Sim
2207934,Não
2207959,Não
2208007,Sim
2208106,Não
2208205,Não
2208304,Sim
2208403,Sim
2208502,Não
2208551,Não
2208601,Não
2208650,Não
2208700,Não
2208809,Sim
2208858,Não
2208874,Não
2208908,Sim
2209005,Não
2209104,Sim
2209153,Não
2209203,Não
2209302,Não
2209351,Não
2209377,Não
2209401,Não
2209450,Sim
2209500,Não
2209559,Não
2209609,Não
2209658,Não
2209708,Não
2209757,Não
2209807,Não
2209856,Não
2209872,Não
2209906,Não
2209955,Não
2209971,Não
2210003,Sim
2210052,Não
2210102,Não
2210201,Sim
2210300,Sim
2210359,Não
2210375,Não
2210383,Sim
2210391,Não
2210409,Sim
2210508,Sim
2210607,Não
2210623,Não
2210631,Não
2210656,Não
2210706,Não
2210805,Não
2210904,Não
2210938,Não
2210953,Não
2210979,Não
2211001,Sim
2211100,Sim
2211209,Sim
2211308,Sim
2211357,Não
2211407,Não
2211506,Não
2211605,Não
2211704,Não
2300101,Não
2300150,Sim
2300200,Sim
2300309,Não
2300408,Sim
2300507,Não
2300606,Não
2300705,Não
2300754,Sim
2300804,Não
2300903,Não
2301000,Sim
2301109,Sim
2301208,Sim
2301257,Não
2301307,Não
2301406,Sim
2301505,Não
2301604,Sim
2301703,Não
2301802,Não
2301851,Não
2301901,Sim
2301950,Sim
2302008,Sim
2302057,Sim
2302107,Sim
2302206,Sim
2302305,Sim
2302404,Não
2302503,Sim
2302602,Sim
2302701,Sim
2302800,Sim
2302909,Não
2303006,Não
2303105,Não
2303204,Sim
2303303,Não
2303402,Não
2303501,Sim
2303600,Não
2303659,Não
2303709,Sim
2303808,Não
2303907,Sim
2303931,Não
2303956,Sim
2304004,Sim
2304103,Sim
2304202,Sim
2304236,Não
2304251,Sim
2304269,Não
2304277,Não
2304285,Sim
2304301,Sim
2304350,Sim
2304400,Sim
2304459,Não
2304509,Não
2304608,Não
2304657,Não
2304707,Sim
2304806,Não
2304905,Não
2304954,Sim
2305001,Não
2305100,Sim
2305209,Não
2305233,Sim
2305266,Não
2305308,Sim
2305332,Não
2305357,Não
2305407,Sim
2305506,Sim
2305605,Sim
2305654,Não
2305704,Não
2305803,Sim
2305902,Sim
2306009,Não
2306108,Sim
2306207,Não
2306256,Sim
2306306,Sim
2306405,Sim
2306504,Não
2306553,Sim
2306603,Não
2306702,Não
2306801,Sim
2306900,Não
2307007,Não
2307106,Sim
2307205,Sim
2307254,Sim
2307304,Sim
2307403,Não
2307502,Não
2307601,Sim
2307635,Sim
2307650,Sim
2307700,Sim
2307809,Não
2307908,Não
2308005,Sim
2308104,Sim
2308203,Não
2308302,Sim
2308351,Não
2308377,Não
2308401,Não
2308500,Não
2308609,Não
2308708,Sim
2308807,Não
2308906,Não
2309003,Não
2309102,Não
2309201,Sim
2309300,Sim
2309409,Sim
2309458,Sim
2309508,Sim
2309607,Não
2309706,Sim
2309805,Sim
2309904,Não
2310001,Não
2310100,Não
2310209,Sim
2310258,Sim
2310308,Não
2310407,Não
2310506,Sim
2310605,Sim
2310704,Sim
2310803,Não
2310852,Não
2310902,Não
2310951,Não
2311009,Não
2311108,Sim
2311207,Sim
2311231,Não
2311264,Sim
2311306,Sim
2311355,Não
2311405,Sim
2311504,Não
2311603,Sim
2311702,Não
2311801,Sim
2311900,Não
2311959,Sim
2312007,Sim
2312106,Sim
2312205,Sim
2312304,Sim
2312403,Sim
2312502,Não
2312601,Não
2312700,Não
2312809,Não
2312908,Sim
2313005,Não
2313104,Sim
2313203,Não
2313252,Não
2313302,Não
2313351,Não
2313401,Sim
2313500,Sim
2313559,Não
2313609,Sim
2313708,Não
2313757,Não
2313807,Não
2313906,Não
2313955,Não
2314003,Não
2314102,Sim
2400109,Não
2400208,Sim
2400307,Não
2400406,Não
2400505,Não
2400604,Não
2400703,Sim
2400802,Não
2400901,Não
2401008,Sim
2401107,Sim
2401206,Sim
2401305,Não
2401404,Sim
2401453,Sim
2401503,Não
2401602,Não
2401651,Não
2401701,Não
2401800,Não
2401859,Não
2401909,Não
2402006,Sim
2402105,Não
2402204,Sim
2402303,Não
2402402,Não
2402501,Não
2402600,Sim
2402709,Não
2402808,Não
2402907,Não
2403004,Não
2403103,Sim
2403202,Não
2403251,Sim
2403301,Não
2403400,Não
2403509,Não
2403608,Sim
2403707,Não
2403756,Não
2403806,Não
2403905,Não
2404002,Não
2404101,Não
2404200,Não
2404309,Não
2404408,Não
2404507,Sim
2404606,Não
2404705,Não
2404804,Não
2404853,Sim
2404903,Não
2405009,Não
2405108,Não
2405207,Não
2405306,Não
2405405,Não
2405504,Não
2405603,Sim
2405702,Não
2405801,Sim
2405900,Não
2406007,Não
2406106,Sim
2406155,Não
2406205,Não
2406304,Não
2406403,Não
2406502,Não
2406601,Não
2406700,Não
2406809,Não
2406908,Não
2407005,Não
2407104,Sim
2407203,Sim
2407252,Não
2407302,Não
2407401,Não
2407500,Sim
2407609,Não
2407708,Não
2407807,Sim
2407906,Não
2408003,Sim
2408102,Sim
2408201,Sim
2408300,Sim
2408409,Não
2408508,Não
2408607,Não
2408706,Não
2408805,Não
2408904,Não
2408953,Não
2409100,Não
2409209,Não
2409308,Não
2409332,Não
2409407,Não
2409506,Sim
2409605,Não
2409704,Não
2409803,Não
2409902,Não
2410009,Não
2410108,Não
2410207,Não
2410256,Sim
2410306,Não
2410405,Não
2410504,Não
2410603,Não
2410702,Não
2410801,Não
2410900,Não
2411007,Não
2411056,Não
2411106,Não
2411205,Sim
2411403,Não
2411429,Não
2411502,Sim
2411601,Sim
2411700,Não
2411809,Sim
2411908,Não
2412005,Sim
2412104,Não
2412203,Sim
2412302,Não
2412401,Não
2412500,Sim
2412559,Sim
2412609,Sim
2412708,Não
2412807,Não
2412906,Não
2413003,Não
2413102,Não
2413201,Sim
2413300,Não
2413359,Não
2413409,Não
2413508,Não
2413557,Não
2413607,Não
2413706,Não
2413805,Não
2413904,Não
2414001,Não
2414100,Não
2414159,Não
2414209,Sim
2414308,Não
2414407,Sim
2414456,Não
2414506,Não
2414605,Não
2414704,Não
2414753,Não
2414803,Não
2414902,Não
2415008,Não
2500106,Não
2500205,Não
2500304,Sim
2500403,Sim
2500502,Não
2500536,Não
2500577,Não
2500601,Não
2500700,Não
2500734,Não
2500775,Sim
2500809,Não
2500908,Não
2501005,Sim
2501104,Não
2501153,Não
2501203,Não
2501302,Não
2501351,Não
2501401,Sim
2501500,Sim
2501534,Não
2501575,Não
2501609,Não
2501708,Sim
2501807,Sim
2501906,Não
2502003,Não
2502052,Não
2502102,Não
2502151,Não
2502201,Não
2502300,Não
2502409,Não
2502508,Não
2502607,Não
2502706,Não
2502805,Não
2502904,Sim
2503001,Não
2503100,Sim
2503209,Sim
2503308,Não
2503407,Não
2503506,Não
2503555,Não
2503605,Não
2503704,Sim
2503753,Não
2503803,Não
2503902,Sim
2504009,Sim
2504033,Não
2504074,Sim
2504108,Não
2504157,Não
2504207,Não
2504306,Sim
2504355,Não
2504405,Não
2504504,Não
2504603,Sim
2504702,Sim
2504801,Não
2504850,Não
2504900,Sim
2505006,Não
2505105,Não
2505204,Não
2505238,Não
2505279,Não
2505303,Não
2505352,Não
2505402,Não
2505501,Não
2505600,Não
2505709,Não
2505808,Não
2505907,Não
2506004,Sim
2506103,Não
2506202,Não
2506251,Não
2506301,Sim
2506400,Não
2506509,Não
2506608,Não
2506707,Não
2506806,Não
2506905,Sim
2507002,Sim
2507101,Não
2507200,Não
2507309,Não
2507408,Não
2507507,Sim
2507606,Não
2507705,Não
2507804,Não
2507903,Não
2508000,Não
2508109,Não
2508208,Não
2508307,Sim
2508406,Não
2508505,Sim
2508554,Não
2508604,Sim
2508703,Não
2508802,Não
2508901,Sim
2509008,Não
2509057,Não
2509107,Sim
2509156,Sim
2509206,Sim
2509305,Não
2509339,Não
2509370,Não
2509396,Não
2509404,Não
2509503,Não
2509602,Sim
2509701,Sim
2509800,Não
2509909,Não
2510006,Não
2510105,Não
2510204,Não
2510303,Não
2510402,Não
2510501,Não
2510600,Não
2510659,Não
2510709,Não
2510808,Sim
2510907,Não
2511004,Não
2511103,Não
2511202,Sim
2511301,Não
2511400,Não
2511509,Não
2511608,Não
2511707,Não
2511806,Não
2511905,Não
2512002,Não
2512036,Não
2512077,Sim
2512101,Sim
2512200,Não
2512309,Não
2512408,Não
2512507,Sim
2512606,Não
2512705,Não
2512721,Não
2512747,Não
2512754,Não
2512762,Não
2512788,Não
2512804,Sim
2512903,Sim
2513000,Não
2513109,Não
2513158,Não
2513208,Não
2513307,Não
2513356,Não
2513406,Não
2513505,Não
2513604,Não
2513653,Não
2513703,Sim
2513802,Não
2513851,Não
2513901,Sim
2513927,Não
2513943,Não
2513968,Sim
2513984,Não
2514008,Não
2514107,Não
2514206,Não
2514305,Não
2514404,Não
2514453,Não
2514503,Sim
2514552,Não
2514602,Não
2514651,Não
2514701,Não
2514800,Não
2514909,Não
2515005,Não
2515104,Não
2515203,Não
2515302,Não
2515401,Não
2515500,Não
2515609,Não
2515708,Não
2515807,Não
2515906,Não
2515930,Sim
2515971,Não
2516003,Sim
2516102,Não
2516151,Não
2516201,Sim
2516300,Não
2516409,Não
2516508,Não
2516607,Não
2516706,Não
2516755,Não
2516805,Sim
2516904,Não
2517001,Não
2517100,Não
2517209,Não
2517407,Não
2600054,Sim
2600104,Sim
2600203,Não
2600302,Sim
2600401,Sim
2600500,Não
2600609,Não
2600708,Sim
2600807,Sim
2600906,Sim
2601003,Não
2601052,Sim
2601102,Sim
2601201,Sim
2601300,Sim
2601409,Sim
2601508,Não
2601607,Sim
2601706,Sim
2601805,Sim
2601904,Sim
2602001,Sim
2602100,Sim
2602209,Sim
2602308,Sim
2602407,Não
2602506,Não
2602605,Sim
2602704,Não
2602803,Sim
2602902,Sim
2603009,Sim
2603108,Não
2603207,Sim
2603306,Não
2603405,Não
2603454,Sim
2603504,Não
2603603,Não
2603702,Sim
2603801,Não
2603900,Não
2603926,Não
2604007,Sim
2604106,Sim
2604155,Não
2604205,Sim
2604304,Não
2604403,Não
2604502,Não
2604601,Sim
2604700,Não
2604809,Não
2604908,Sim
2605004,Não
2605103,Sim
2605152,Não
2605202,Sim
2605301,Sim
2605400,Não
2605459,Sim
2605509,Não
2605608,Sim
2605707,Sim
2605806,Não
2605905,Sim
2606002,Sim
2606101,Sim
2606200,Sim
2606309,Não
2606408,Sim
2606507,Não
2606606,Sim
2606705,Não
2606804,Sim
2606903,Não
2607000,Não
2607109,Não
2607208,Sim
2607307,Sim
2607406,Não
2607505,Não
2607604,Sim
2607653,Sim
2607703,Não
2607752,Sim
2607802,Não
2607901,Sim
2607950,Não
2608008,Não
2608057,Não
2608107,Sim
2608206,Não
2608255,Não
2608305,Não
2608404,Não
2608453,Não
2608503,Sim
2608602,Não
2608701,Não
2608750,Sim
2608800,Sim
2608909,Sim
2609006,Sim
2609105,Não
2609154,Não
2609204,Não
2609303,Sim
2609402,Sim
2609501,Sim
2609600,Sim
2609709,Sim
2609808,Não
2609907,Sim
2610004,Sim
2610103,Sim
2610202,Não
2610301,Não
2610400,Não
2610509,Não
2610608,Sim
2610707,Sim
2610806,Não
2610905,Sim
2611002,Sim
2611101,Sim
2611200,Não
2611309,Sim
2611408,Não
2611507,Sim
2611533,Não
2611606,Sim
2611705,Não
2611804,Sim
2611903,Sim
2612000,Sim
2612109,Não
2612208,Sim
2612307,Não
2612406,Não
2612455,Não
2612471,Não
2612505,Sim
2612554,Não
2612604,Sim
2612703,Não
2612802,Não
2612901,Não
2613008,Sim
2613107,Sim
2613206,Não
2613305,Sim
2613404,Sim
2613503,Sim
2613602,Sim
2613701,Sim
2613800,Não
2613909,Sim
2614006,Não
2614105,Sim
2614204,Sim
2614303,Não
2614402,Não
2614501,Sim
2614600,Sim
2614709,Sim
2614808,Não
2614857,Sim
2615003,Sim
2615102,Não
2615201,Sim
2615300,Sim
2615409,Sim
2615508,Não
2615607,Não
2615706,Sim
2615805,Sim
2615904,Não
2616001,Não
2616100,Sim
2616183,Não
2616209,Não
2616308,Sim
2616407,Sim
2616506,Sim
2700102,Não
2700201,Não
2700300,Sim
2700409,Sim
2700508,Não
2700607,Sim
2700706,Não
2700805,Não
2700904,Não
2701001,Sim
2701100,Não
2701209,Não
2701308,Não
2701357,Sim
2701407,Sim
2701506,Não
2701605,Não
2701704,Não
2701803,Não
2701902,Não
2702009,Não
2702108,Não
2702207,Sim
2702306,Sim
2702355,Não
2702405,Sim
2702504,Não
2702553,Não
2702603,Não
2702702,Não
2702801,Sim
2702900,Sim
2703007,Não
2703106,Não
2703205,Sim
2703304,Não
2703403,Não
2703502,Sim
2703601,Não
2703700,Não
2703759,Sim
2703809,Sim
2703908,Sim
2704005,Não
2704104,Sim
2704203,Sim
2704302,Sim
2704401,Não
2704500,Sim
2704609,Não
2704708,Sim
2704807,Não
2704906,Não
2705002,Sim
2705101,Sim
2705200,Sim
2705309,Não
2705408,Não
2705507,Não
2705606,Não
2705705,Não
2705804,Não
2705903,Não
2706000,Sim
2706109,Não
2706208,Não
2706307,Sim
2706406,Sim
2706422,Não
2706448,Não
2706505,Não
2706604,Não
2706703,Sim
2706802,Não
2706901,Sim
2707008,Não
2707107,Sim
2707206,Não
2707305,Não
2707404,Não
2707503,Não
2707602,Não
2707701,Sim
2707800,Não
2707909,Não
2708006,Sim
2708105,Não
2708204,Não
2708303,Sim
2708402,Sim
2708501,Sim
2708600,Sim
2708709,Sim
2708808,Sim
2708907,Sim
2708956,Não
2709004,Não
2709103,Não
2709152,Sim
2709202,Não
2709301,Sim
2709400,Sim
2800100,Não
2800209,Não
2800308,Sim
2800407,Não
2800506,Sim
2800605,Sim
2800670,Sim
2800704,Não
2801009,Não
2801108,Não
2801207,Sim
2801306,Sim
2801405,Não
2801504,Sim
2801603,Não
2801702,Não
2801900,Não
2802007,Sim
2802106,Sim
2802205,Não
2802304,Não
2802403,Não
2802502,Não
2802601,Sim
2802700,Não
2802809,Não
2802908,Sim
2803005,Sim
2803104,Não
2803203,Sim
2803302,Sim
2803401,Sim
2803500,Sim
2803609,Sim
2803708,Não
2803807,Não
2803906,Não
2804003,Não
2804102,Não
2804201,Não
2804300,Não
2804409,Não
2804458,Não
2804508,Sim
2804607,Sim
2804706,Não
2804805,Sim
2804904,Não
2805000,Não
2805109,Não
2805208,Não
2805307,Não
2805406,Sim
2805505,Não
2805604,Sim
2805703,Não
2805802,Não
2805901,Sim
2806008,Não
2806107,Não
2806206,Não
2806305,Sim
2806404,Não
2806503,Não
2806602,Não
2806701,Sim
2806800,Não
2806909,Não
2807006,Não
2807105,Sim
2807204,Não
2807303,Não
2807402,Sim
2807501,Não
2807600,Não
2900108,Não
2900207,Não
2900306,Não
2900355,Não
2900405,Sim
2900504,Não
2900603,Não
2900702,Sim
2900801,Sim
2900900,Não
2901007,Sim
2901106,Sim
2901155,Não
2901205,Sim
2901304,Não
2901353,Não
2901403,Não
2901502,Não
2901601,Não
2901700,Sim
2901809,Não
2901908,Não
2901957,Não
2902005,Não
2902054,Sim
2902104,Sim
2902203,Não
2902252,Não
2902302,Sim
2902401,Sim
2902500,Não
2902609,Sim
2902658,Não
2902708,Sim
2902807,Sim
2902906,Sim
2903003,Não
2903102,Não
2903201,Sim
2903235,Não
2903276,Sim
2903300,Sim
2903409,Sim
2903508,Não
2903607,Sim
2903706,Não
2903805,Sim
2903904,Sim
2903953,Não
2904001,Não
2904050,Não
2904100,Sim
2904209,Não
2904308,Não
2904407,Não
2904506,Não
2904605,Sim
2904704,Sim
2904753,Não
2904803,Não
