Numero Processo;Tipo do processo;Assunto;Pasta;Entidade;Estado;Cidade;Data de instauracao;Fase atual;Data da fase atual;Investigados;Quantidade de sancoes que impedem contratacao;Outras;Multas
25351124025201790;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351050574201791;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351535420201642;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124041201717;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124049201730;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124033201753;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124055201745;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351123990201761;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124056201774;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124026201719;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124051201739;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124042201746;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351559842201651;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124032201724;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
70100005322201597;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Agricultura, Pecuária e Abastecimento;Ministério da Agricultura, Pecuária e Abastecimento;RS;PORTO ALEGRE;2015/11/12 00:00:00.000000000;Julgado;2018/02/23 00:00:00.000000000;;;;
25351071927201701;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/03 00:00:00.000000000;Instauração/Instrução;2017/10/03 00:00:00.000000000;1;;;
25351123989201791;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124047201781;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124044201701;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351071922201769;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124046201752;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124045201723;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351535427201636;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351130858201790;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351559847201697;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124024201761;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
0012017;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;2;;;
0010124442017;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/11/23 00:00:00.000000000;Instauração/Instrução;2017/11/23 00:00:00.000000000;2;;;
53112000389201749;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Empresa Brasileira de Correios e Telégrafos;CE;FORTALEZA;2017/11/23 00:00:00.000000000;Instauração/Instrução;2017/11/23 00:00:00.000000000;1;;;
25235002916201728;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Saúde;Fundação Nacional de Saúde;PI;TERESINA;2017/08/23 00:00:00.000000000;Instauração/Instrução;2017/08/23 00:00:00.000000000;1;;;
25235002977201795;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Saúde;Fundação Nacional de Saúde;PI;TERESINA;2017/08/23 00:00:00.000000000;Instauração/Instrução;2017/08/23 00:00:00.000000000;1;;;
25235002914201739;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Saúde;Fundação Nacional de Saúde;PI;TERESINA;2017/08/28 00:00:00.000000000;Instauração/Instrução;2017/08/28 00:00:00.000000000;1;;;
0092804102017;Investigação Preliminar;Comportamento inidôneo;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/01/17 00:00:00.000000000;Instauração/Instrução;2017/01/17 00:00:00.000000000;;;;
08001007359201766;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2017/11/22 00:00:00.000000000;Instauração/Instrução;2017/11/22 00:00:00.000000000;1;;;
00190025829201439;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/05/08 00:00:00.000000000;Instauração/Instrução;2017/05/08 00:00:00.000000000;1;;;
00190025829201439;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/05/08 00:00:00.000000000;Instauração/Instrução;2017/05/08 00:00:00.000000000;1;;;
00190025829201439;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/05/08 00:00:00.000000000;Instauração/Instrução;2017/05/08 00:00:00.000000000;1;;;
08016020297201719;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2017/12/07 00:00:00.000000000;Julgado;2017/12/20 00:00:00.000000000;;;;
08016020412201755;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2017/12/08 00:00:00.000000000;Julgado;2017/12/20 00:00:00.000000000;;;;
23080074014201515;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Educação;Universidade Federal de Santa Catarina;SC;FLORIANOPOLIS;2016/06/06 00:00:00.000000000;Julgado;2017/09/11 00:00:00.000000000;1;1;;
23080074014201515;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Educação;Universidade Federal de Santa Catarina;SC;FLORIANOPOLIS;2016/06/06 00:00:00.000000000;Julgado;2017/09/11 00:00:00.000000000;1;1;;
08016020880201720;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2017/12/18 00:00:00.000000000;Julgado;2018/01/11 00:00:00.000000000;;;;
00190016494200909;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Educação;Fundação Universidade de Brasília;DF;BRASILIA;2010/09/27 00:00:00.000000000;Julgado;2010/09/27 00:00:00.000000000;2;1;;
00190016494200909;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Educação;Fundação Universidade de Brasília;DF;BRASILIA;2010/09/27 00:00:00.000000000;Julgado;2010/09/27 00:00:00.000000000;2;1;;
00190016494200909;PAR - Administração Nacional;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério da Educação;Fundação Universidade de Brasília;DF;BRASILIA;2010/09/27 00:00:00.000000000;Julgado;2010/09/27 00:00:00.000000000;2;1;;
08016021360201734;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2017/12/27 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2018/01/18 00:00:00.000000000;;;;
23089036109201712;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Educação;Universidade Federal de São Paulo;SP;SAO PAULO;2017/12/07 00:00:00.000000000;Instauração/Instrução;2017/12/07 00:00:00.000000000;1;;;
08016000023201894;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/02 00:00:00.000000000;Instauração/Instrução;2018/01/02 00:00:00.000000000;;;;
00032016;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério dos Transportes, Portos e Aviação Civil;Empresa Brasileira de Infra-Estrutura Aeroportuária;MA;SAO LUIS;2017/05/24 00:00:00.000000000;Instauração/Instrução;2017/05/24 00:00:00.000000000;;;;
00190004169201533;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004169201533;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004169201533;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004169201533;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
08016000135201845;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/04 00:00:00.000000000;Julgado;2018/02/09 00:00:00.000000000;;;;
0012015;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Empresa Brasileira de Infra-Estrutura Aeroportuária;PR;CURITIBA;2015/08/21 00:00:00.000000000;Instauração/Instrução;2015/08/21 00:00:00.000000000;;;;
03495000186201727;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério do Planejamento, Desenvolvimento e Gestão;Ministério do Planejamento, Desenvolvimento e Gestão;DF;BRASILIA;2017/12/18 00:00:00.000000000;Instauração/Instrução;2017/12/18 00:00:00.000000000;12;;;
00190004158201553;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004158201553;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004158201553;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
00190004158201553;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/11 00:00:00.000000000;Instauração/Instrução;2015/03/11 00:00:00.000000000;1;;;
08016000169201830;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/04 00:00:00.000000000;Instauração/Instrução;2018/01/04 00:00:00.000000000;;;;
0022015;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Empresa Brasileira de Infra-Estrutura Aeroportuária;RS;PORTO ALEGRE;2015/08/27 00:00:00.000000000;Instauração/Instrução;2015/08/27 00:00:00.000000000;;;;
00190025825201451;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;1;;;
00190025825201451;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;1;;;
00190025825201451;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;1;;;
00190025825201451;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;1;;;
00190107859201713;Investigação Preliminar;Comportamento inidôneo;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Fraude em procedimento licitatório da administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público estrangeiro ou a terceiro relacionado;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
08016000300201869;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/08 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2018/01/11 00:00:00.000000000;;;;
00190004153201521;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/04/01 00:00:00.000000000;Julgado;2017/10/11 00:00:00.000000000;1;;;
00190004153201521;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/04/01 00:00:00.000000000;Julgado;2017/10/11 00:00:00.000000000;1;;;
00190004153201521;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/04/01 00:00:00.000000000;Julgado;2017/10/11 00:00:00.000000000;1;;;
08016000379201828;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/09 00:00:00.000000000;Instauração/Instrução;2018/01/09 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Comportamento inidôneo;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Fraude em procedimento licitatório da administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público estrangeiro ou a terceiro relacionado;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190107859201713;Investigação Preliminar;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública estrangeira.;Ministério do Planejamento, Desenvolvimento e Gestão;Banco Nacional de Desenvolvimento Econômico e Social;RJ;RIO DE JANEIRO;2017/08/03 00:00:00.000000000;Instauração/Instrução;2017/08/03 00:00:00.000000000;;;;
00190003574201615;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2016/05/02 00:00:00.000000000;Instauração/Instrução;2016/05/02 00:00:00.000000000;;;;
00190003574201615;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2016/05/02 00:00:00.000000000;Instauração/Instrução;2016/05/02 00:00:00.000000000;;;;
00190102758201748;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/03/22 00:00:00.000000000;Julgado;2018/01/09 00:00:00.000000000;;;;
00190102758201748;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/03/22 00:00:00.000000000;Julgado;2018/01/09 00:00:00.000000000;;;;
21203400493201724;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;SE;AMPARO DE SAO FRANCISCO;2018/01/11 00:00:00.000000000;Instauração/Instrução;2018/01/11 00:00:00.000000000;1;;;
21203401234201711;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;SE;AMPARO DE SAO FRANCISCO;2018/01/11 00:00:00.000000000;Instauração/Instrução;2018/01/11 00:00:00.000000000;1;;;
52710000690201821;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Indústria, Comércio Exterior e Serviços;Superintendência da Zona Franca de Manaus;AM;MANAUS;2018/01/19 00:00:00.000000000;Instauração/Instrução;2018/01/19 00:00:00.000000000;;;;
08016001067201831;Investigação Preliminar;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Julgado;2018/02/26 00:00:00.000000000;;;;
08016001123201838;Investigação Preliminar;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Instauração/Instrução;2018/01/22 00:00:00.000000000;;;;
08016001125201827;Investigação Preliminar;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Instauração/Instrução;2018/01/22 00:00:00.000000000;;;;
08016001090201826;Investigação Preliminar;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Instauração/Instrução;2018/01/22 00:00:00.000000000;;;;
08016001129201813;Investigação Preliminar;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Instauração/Instrução;2018/01/22 00:00:00.000000000;;;;
08016001126201871;Investigação Preliminar;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Justiça e Cidadania;Ministério da Justiça e Cidadania;DF;BRASILIA;2018/01/22 00:00:00.000000000;Instauração/Instrução;2018/01/22 00:00:00.000000000;;;;
