Numero Processo;Tipo do processo;Assunto;Pasta;Entidade;Estado;Cidade;Data de instauracao;Fase atual;Data da fase atual;Investigados;Quantidade de sancoes que impedem contratacao;Outras;Multas
20160008;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;GO;JANDAIA;2016/12/27 00:00:00.000000000;Instauração/Instrução;2016/12/27 00:00:00.000000000;5;;;
20160014;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2016/12/21 00:00:00.000000000;Anulado por Decisão Administrativa;2017/10/25 00:00:00.000000000;1;;;
20170053;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;MS;CAMPO GRANDE;2017/06/13 00:00:00.000000000;Instauração/Instrução;2017/06/13 00:00:00.000000000;2;;;
20170061;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;DF;BRASILIA;2017/07/12 00:00:00.000000000;Instauração/Instrução;2017/07/12 00:00:00.000000000;4;;;
20170083;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;AC;SENA MADUREIRA;2017/06/29 00:00:00.000000000;Instauração/Instrução;2017/06/29 00:00:00.000000000;2;;;
20170086;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;RO;PORTO VELHO;2017/06/29 00:00:00.000000000;Instauração/Instrução;2017/06/29 00:00:00.000000000;1;;;
20170090;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;RJ;SAQUAREMA;2017/06/29 00:00:00.000000000;Instauração/Instrução;2017/06/29 00:00:00.000000000;1;;;
20170087;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;PR;CURITIBA;2017/07/31 00:00:00.000000000;Instauração/Instrução;2017/07/31 00:00:00.000000000;1;;;
20170094;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;DF;BRASILIA;2017/07/31 00:00:00.000000000;Instauração/Instrução;2017/07/31 00:00:00.000000000;3;;;
20170098;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;PA;SANTAREM;2017/07/31 00:00:00.000000000;Instauração/Instrução;2017/07/31 00:00:00.000000000;2;;;
20170100;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;MG;BURITIS;2017/07/31 00:00:00.000000000;Instauração/Instrução;2017/07/31 00:00:00.000000000;2;;;
00190010713201314;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Mato Grosso do Sul;MS;DOURADOS;2014/07/03 00:00:00.000000000;Decisão Reconsideração;2017/12/12 00:00:00.000000000;3;3;;
00190010713201314;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Mato Grosso do Sul;MS;DOURADOS;2014/07/03 00:00:00.000000000;Decisão Reconsideração;2017/12/12 00:00:00.000000000;3;3;;
51402191025201778;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;VALEC - Engenharia, Construções e Ferrovias S/A;DF;BRASILIA;2017/09/01 00:00:00.000000000;Instauração/Instrução;2017/05/11 00:00:00.000000000;1;;;
00190001284201394;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Saúde;Fundação Oswaldo Cruz;RJ;RIO DE JANEIRO;2013/01/18 00:00:00.000000000;Julgado;2014/03/07 00:00:00.000000000;1;1;;
00190001284201394;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Saúde;Fundação Oswaldo Cruz;RJ;RIO DE JANEIRO;2013/01/18 00:00:00.000000000;Julgado;2014/03/07 00:00:00.000000000;1;1;;
00190001284201394;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Fundação Oswaldo Cruz;RJ;RIO DE JANEIRO;2013/01/18 00:00:00.000000000;Julgado;2014/03/07 00:00:00.000000000;1;1;;
00190001284201394;PAR - Administração Nacional;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério da Saúde;Fundação Oswaldo Cruz;RJ;RIO DE JANEIRO;2013/01/18 00:00:00.000000000;Julgado;2014/03/07 00:00:00.000000000;1;1;;
00190013658201233;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Ceará;CE;FORTALEZA;2012/07/03 00:00:00.000000000;Julgado;2013/12/19 00:00:00.000000000;1;1;;
00190013658201233;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Ceará;CE;FORTALEZA;2012/07/03 00:00:00.000000000;Julgado;2013/12/19 00:00:00.000000000;1;1;;
00190013658201233;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Ceará;CE;FORTALEZA;2012/07/03 00:00:00.000000000;Julgado;2013/12/19 00:00:00.000000000;1;1;;
00190013658201233;PAR - Administração Nacional;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério dos Transportes, Portos e Aviação Civil;Superintendência Regional do DNIT no Estado do Ceará;CE;FORTALEZA;2012/07/03 00:00:00.000000000;Julgado;2013/12/19 00:00:00.000000000;1;1;;
00190004151201531;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/18 00:00:00.000000000;Decisão Reconsideração;2016/08/02 00:00:00.000000000;1;1;;
00190004151201531;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/18 00:00:00.000000000;Decisão Reconsideração;2016/08/02 00:00:00.000000000;1;1;;
00190004151201531;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2015/03/18 00:00:00.000000000;Decisão Reconsideração;2016/08/02 00:00:00.000000000;1;1;;
00206000696200912;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Saúde;Fundação Nacional de Saúde;CE;FORTALEZA;2011/03/10 00:00:00.000000000;Julgado;2011/11/24 00:00:00.000000000;1;1;;
00206000696200912;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Saúde;Fundação Nacional de Saúde;CE;FORTALEZA;2011/03/10 00:00:00.000000000;Julgado;2011/11/24 00:00:00.000000000;1;1;;
00206000696200912;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Fundação Nacional de Saúde;CE;FORTALEZA;2011/03/10 00:00:00.000000000;Julgado;2011/11/24 00:00:00.000000000;1;1;;
00206000696200912;PAR - Administração Nacional;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério da Saúde;Fundação Nacional de Saúde;CE;FORTALEZA;2011/03/10 00:00:00.000000000;Julgado;2011/11/24 00:00:00.000000000;1;1;;
01209000143201532;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Ministério da Ciência, Tecnologia e Inovação e Comunicações;RJ;PETROPOLIS;2017/07/20 00:00:00.000000000;Instauração/Instrução;2017/07/20 00:00:00.000000000;1;;;
53174006239201633;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Diretoria Regional de São Paulo -SPI;SP;BAURU;2017/02/20 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/03/14 00:00:00.000000000;1;;;
53136000700201781;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Diretoria Regional do Paraná;PR;CURITIBA;2017/05/05 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/05/12 00:00:00.000000000;1;;;
53136004518201619;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Diretoria Regional do Paraná;PR;CURITIBA;2017/05/10 00:00:00.000000000;Julgado;2018/01/16 00:00:00.000000000;1;1;1;159
53136004519201663;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Diretoria Regional do Paraná;PR;CURITIBA;2017/05/10 00:00:00.000000000;Julgado;2018/03/06 00:00:00.000000000;1;1;1;37814.05
23091009348201742;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Educação;Pró-Reitoria de Administração;RN;MOSSORO;2017/08/16 00:00:00.000000000;Instauração/Instrução;2017/08/16 00:00:00.000000000;1;;;
00190004152201586;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;ANGRA DOS REIS;2015/03/18 00:00:00.000000000;Instauração/Instrução;2015/03/18 00:00:00.000000000;1;;;
00190004152201586;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;ANGRA DOS REIS;2015/03/18 00:00:00.000000000;Instauração/Instrução;2015/03/18 00:00:00.000000000;1;;;
00190004152201586;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;ANGRA DOS REIS;2015/03/18 00:00:00.000000000;Instauração/Instrução;2015/03/18 00:00:00.000000000;1;;;
00190004152201586;PAR - Administração Nacional;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;ANGRA DOS REIS;2015/03/18 00:00:00.000000000;Instauração/Instrução;2015/03/18 00:00:00.000000000;1;;;
00190100750201747;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/01/26 00:00:00.000000000;Julgado;2017/08/22 00:00:00.000000000;;;;
00190100750201747;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/01/26 00:00:00.000000000;Julgado;2017/08/22 00:00:00.000000000;;;;
00190100750201747;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2017/01/26 00:00:00.000000000;Julgado;2017/08/22 00:00:00.000000000;;;;
21169001125201761;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;RS;PELOTAS;2017/08/17 00:00:00.000000000;Instauração/Instrução;2017/08/17 00:00:00.000000000;;;;
20170111;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;CE;BELA CRUZ;2017/08/30 00:00:00.000000000;Instauração/Instrução;2017/08/30 00:00:00.000000000;;;;
21169001030201747;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;RS;PELOTAS;2017/08/17 00:00:00.000000000;Instauração/Instrução;2017/08/17 00:00:00.000000000;1;;;
20170112;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2017/09/04 00:00:00.000000000;Instauração/Instrução;2017/09/04 00:00:00.000000000;;;;
20170116;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2017/09/04 00:00:00.000000000;Instauração/Instrução;2017/09/04 00:00:00.000000000;;;;
20170104;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2017/09/08 00:00:00.000000000;Instauração/Instrução;2017/09/08 00:00:00.000000000;;;;
20170124;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2017/09/08 00:00:00.000000000;Instauração/Instrução;2017/09/08 00:00:00.000000000;;;;
21206000176201609;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;RS;BENTO GONCALVES;2017/09/04 00:00:00.000000000;Instauração/Instrução;2017/09/04 00:00:00.000000000;;;;
18750001515201766;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Fazenda;Casa da Moeda do Brasil;RJ;RIO DE JANEIRO;2017/09/01 00:00:00.000000000;Instauração/Instrução;2017/09/01 00:00:00.000000000;2;;;
23080028604201720;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Educação;Departamento de Manutenção Predial e de Infraestrutura;SC;FLORIANOPOLIS;2017/06/19 00:00:00.000000000;Julgado;2017/08/02 00:00:00.000000000;1;1;;
23080004201201795;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Educação;Universidade Federal de Santa Catarina;SC;FLORIANOPOLIS;2017/02/24 00:00:00.000000000;Julgado;2017/07/19 00:00:00.000000000;1;;;
21199001333201460;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;PR;LONDRINA;2017/08/07 00:00:00.000000000;Instauração/Instrução;2017/08/07 00:00:00.000000000;1;;;
245;Investigação Preliminar;Financiamento/custeio/patrocínio/subvenção de ato ilícito previsto na Lei Anticorrrupção (Lei nº 12.846/2013);Ministério de Minas e Energia;Amazonas Distribuidora de Energia S/A;AM;MANAUS;2017/09/04 00:00:00.000000000;Instauração/Instrução;2017/09/04 00:00:00.000000000;;;;
12100000098201711;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Fazenda;Ministério da Fazenda;RJ;RIO DE JANEIRO;2017/07/28 00:00:00.000000000;Instauração/Instrução;2017/07/28 00:00:00.000000000;1;;;
35000001437201459;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério do Desenvolvimento Social e Agrário;Instituto Nacional do Seguro Social;DF;BRASILIA;2016/08/09 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/01/19 00:00:00.000000000;1;;;
0092804012017;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2016/08/25 00:00:00.000000000;Julgado;2017/10/25 00:00:00.000000000;;;;
0092804042017;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2016/11/08 00:00:00.000000000;Julgado;2017/09/21 00:00:00.000000000;;;;
20170132;Investigação Preliminar;Comportamento inidôneo;Ministério da Fazenda;Banco do Brasil S.A.;RS;SANTA ROSA;2017/10/10 00:00:00.000000000;Instauração/Instrução;2017/10/10 00:00:00.000000000;;;;
20170141;Investigação Preliminar;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Fazenda;Banco do Brasil S.A.;SP;SAO PAULO;2017/10/17 00:00:00.000000000;Instauração/Instrução;2017/10/17 00:00:00.000000000;;;;
53101013224201685;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Empresa Brasileira de Correios e Telégrafos;DF;BRASILIA;2017/10/11 00:00:00.000000000;Instauração/Instrução;2017/10/11 00:00:00.000000000;;;;
00190025827201440;PAR - Administração Nacional;Comportamento inidôneo;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;2;;;
00190025827201440;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;2;;;
00190025827201440;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério de Minas e Energia;Petróleo Brasileiro S.A.;RJ;RIO DE JANEIRO;2014/12/03 00:00:00.000000000;Instauração/Instrução;2014/12/03 00:00:00.000000000;2;;;
0092804052017;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/03/20 00:00:00.000000000;Julgado;2017/09/21 00:00:00.000000000;;;;
0092804022017;Investigação Preliminar;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/06/20 00:00:00.000000000;Encaminhado para Julgamento;2017/08/18 00:00:00.000000000;;;;
21148405168201760;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;DF;BRASILIA;2017/10/05 00:00:00.000000000;Instauração/Instrução;2017/10/05 00:00:00.000000000;1;;;
21148405168201761;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Agricultura, Pecuária e Abastecimento;Empresa Brasileira de Pesquisa Agropecuária;DF;BRASILIA;2017/10/05 00:00:00.000000000;Instauração/Instrução;2017/10/05 00:00:00.000000000;1;;;
23414001755201711;PAR - Administração Nacional;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;MG;MONTES CLAROS;2017/05/22 00:00:00.000000000;Instauração/Instrução;2017/05/22 00:00:00.000000000;1;;;
0092804062017;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;MG;PASSOS;2017/06/20 00:00:00.000000000;Julgado;2017/10/25 00:00:00.000000000;;;;
23414002615201761;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;MG;PORTEIRINHA;2017/06/30 00:00:00.000000000;Instauração/Instrução;2017/06/30 00:00:00.000000000;1;;;
23414001786201772;PAR - Administração Nacional;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;MG;MONTES CLAROS;2017/09/18 00:00:00.000000000;Instauração/Instrução;2017/09/18 00:00:00.000000000;2;;;
23414002237201715;PAR - Administração Nacional;Descumprimento, de modo injustificado, de cláusulas em contrato celebrado com a administração pública.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;MG;MONTES CLAROS;2017/09/27 00:00:00.000000000;Instauração/Instrução;2017/09/27 00:00:00.000000000;1;;;
23414002592201794;PAR - Administração Nacional;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais;MG;MONTES CLAROS;2017/07/25 00:00:00.000000000;Instauração/Instrução;2017/07/25 00:00:00.000000000;1;;;
0092804122017;Investigação Preliminar;Financiamento/custeio/patrocínio/subvenção de ato ilícito previsto na Lei Anticorrrupção (Lei nº 12.846/2013);Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/06/20 00:00:00.000000000;Julgado;2017/10/25 00:00:00.000000000;;;;
0092804072017;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/03/20 00:00:00.000000000;Julgado;2018/01/17 00:00:00.000000000;;;;
0092804112017;Investigação Preliminar;Comportamento inidôneo;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/01/17 00:00:00.000000000;Encaminhado para Julgamento;2018/01/12 00:00:00.000000000;;;;
0092804032017;Investigação Preliminar;Fraude em procedimento licitatório da administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;RJ;RIO DE JANEIRO;2017/04/17 00:00:00.000000000;Julgado;2018/01/17 00:00:00.000000000;;;;
0092804082017;Investigação Preliminar;Utilização dissimulada de interposta pessoa para a obtenção de vantagem indevida junto à administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;MG;PASSOS;2017/06/21 00:00:00.000000000;Julgado;2017/11/14 00:00:00.000000000;;;;
0092804092017;Investigação Preliminar;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério de Minas e Energia;Furnas Centrais Elétricas S/A;ES;SERRA;2017/06/20 00:00:00.000000000;Julgado;2017/09/21 00:00:00.000000000;;;;
23348006368201711;PAR - Administração Nacional;Fraude em contrato administrativo celebrado com a administração pública nacional.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia Catarinense;SC;SOMBRIO;2017/10/04 00:00:00.000000000;Instauração/Instrução;2017/10/04 00:00:00.000000000;2;;;
23348006368201711;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Educação;Instituto Federal de Educação, Ciência e Tecnologia Catarinense;SC;SOMBRIO;2017/10/04 00:00:00.000000000;Instauração/Instrução;2017/10/04 00:00:00.000000000;2;;;
53112000388201702;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Empresa Brasileira de Correios e Telégrafos;CE;EUSEBIO;2017/10/30 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/12/21 00:00:00.000000000;1;;;
53112000391201718;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Empresa Brasileira de Correios e Telégrafos;CE;FORTALEZA;2017/10/30 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/12/21 00:00:00.000000000;1;;;
53101005735201712;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Ciência, Tecnologia e Inovação e Comunicações;Empresa Brasileira de Correios e Telégrafos;DF;BRASILIA;2017/10/13 00:00:00.000000000;Indiciamento/Citação/Defesa Escrita/Relatório Final;2017/12/21 00:00:00.000000000;1;;;
25351238794201669;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351518932201687;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351518932201687;PAR - Administração Nacional;Não entrega de documentação no prazo, não manutenção da proposta apresentada, recusa injustificada à celebração de contrato ou atos análogos praticados em procedimento licitatório.;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351355158201618;PAR - Administração Nacional;Fraude em procedimento licitatório da administração pública nacional.;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124031201701;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351124052201768;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351130852201725;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351050575201710;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351050585201731;PAR - Administração Nacional;Pagamento de vantagem indevida ou seu oferecimento, direto ou indireto, a agente público nacional ou a terceiro relacionado;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
25351199558201718;PAR - Administração Nacional;Comportamento inidôneo;Ministério da Saúde;Corregedoria;DF;BRASILIA;2017/10/19 00:00:00.000000000;Instauração/Instrução;2017/10/19 00:00:00.000000000;1;;;
